,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
246,Samuel Kaski,LoKO: Low-Rank Kalman Optimizer for Online Fine-Tuning of Large Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Aalto University,60.1860789,24.828102074406736,,Espoo,Uusimaa,Finland
247,Haofei Yu,In-context learning may not elicit trustworthy reasoning: A-not-b errors in pretrained language models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Illinois Urbana-Champaign,40.076154450000004,-88.22331340640494,Champaign County,Urbana,Illinois,United States
248,Mladjan Jovanovic,Trends and challenges of real-time learning in large language models: A critical review,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Belgrade,44.8178131,20.4568974,City of Belgrade,Belgrade,Central Serbia,Serbia
249,Santosh Pandey,TEA+: A Novel Temporal Graph Random Walk Engine with Hybrid Storage Architecture,CommonGraph: Graph Analytics on Evolving Data,Rutgers University,40.492977800000006,-74.44510808059266,Middlesex County,New Brunswick,New Jersey,United States
250,Zhiyuan He,Retrieval Augmented Generation (RAG) and Beyond: A Comprehensive Survey on How to Make your LLMs use External Data More Wisely,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Microsoft,37.3974949,-122.0842646,Santa Clara County,Mountain View,California,United States
251,Lu Su,Towards efficient heterogeneous multi-modal federated learning with hierarchical knowledge disentanglement,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Purdue University,40.430028,-86.92642114650494,Tippecanoe County,West Lafayette,Indiana,United States
252,chengcui zhang,CheckGuard: Advancing Stolen Check Detection with a Cross-Modal Image-Text Benchmark Dataset,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,university of alabama,33.21208215,-87.53967345126999,Tuscaloosa County,Tuscaloosa,Alabama,United States
253,Ngai Wong (Sam),Mixture-of-Subspaces in Low-Rank Adaptation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Electronic Engineering,53.9455603,-1.0538635467086797,York,,England,United Kingdom
254,Jun Zhuang,Debiasing Machine Unlearning with Counterfactual Examples,Dlora: Distributed parameter-efficient fine-tuning solution for large language model,Boise State University,43.6031707,-116.20261074563308,Ada County,Boise,Idaho,United States
255,Xiaoxi He,Mimonet: Multi-input multi-output on-device deep learning,Dlora: Distributed parameter-efficient fine-tuning solution for large language model,University of Macau,22.1283648,113.543778397594,,Macau,Macau,China
256,Omar Galal,Team_Zero at StanceEval2024: Frozen PLMs for Arabic Stance Detection,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Cairo University,30.02681195,31.205918565430267,,Giza,Giza,Egypt
257,Manuela M. Veloso,Scalable Representation Learning for Multimodal Tabular Transactions,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Carnegie Mellon University,40.444189699999995,-79.94271918393466,Allegheny County,Pittsburgh,Pennsylvania,United States
258,Jiaqi Wang,BIPEFT: Budget-Guided Iterative Search for Parameter Efficient Fine-Tuning of Large Pretrained Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Pennsylvania State University,40.8025835,-77.85593833184565,Centre County,State College,Pennsylvania,United States
259,Hanchen Yang,Towards cognitive ai systems: Workload and characterization of neuro-symbolic ai,MEGA Evolving Graph Accelerator,Georgia Institute of Technology,33.776094799999996,-84.3988076699857,Fulton County,Atlanta,Georgia,United States
260,Wang Xu,Lora-drop: Efficient lora parameter pruning based on output evaluation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Harbin Institute of Technology,45.741589,126.62556263488914,,Harbin,Heilongjiang,China
261,Xiangyu Lu,Lora-drop: Efficient lora parameter pruning based on output evaluation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,哈尔滨工业大学,45.741589,126.62556263488914,,Harbin,Heilongjiang,China
262,Mingfei Sun,LoKO: Low-Rank Kalman Optimizer for Online Fine-Tuning of Large Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Manchester,53.466022550000005,-2.2330858190427176,,Manchester,England,United Kingdom
263,Lizhuang Ma (马利庄),SaRA: High-Efficient Diffusion Model Fine-tuning with Progressive Sparse Low-Rank Adaptation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
264,Ke Wang,An Efficient Hardware Accelerator Design for Dynamic Graph Convolutional Network (DGCN) Inference,CommonGraph: Graph Analytics on Evolving Data,Charlotte,35.2272086,-80.8430827,Mecklenburg County,Charlotte,North Carolina,United States
265,Yike  Guo,NoRA: Nested Low-Rank Adaptation for Efficient Fine-Tuning Large Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Technology,-0.2912908,36.0353719,Nakuru West,Kapkures ward,Nakuru,Kenya
266,Yawei Li,The ninth NTIRE 2024 efficient super-resolution challenge report,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,ETH Zurich,47.413218,8.5374914,District Zurich,Zurich,Zurich,Switzerland
267,Ruirui Li,Roselora: Row and column-wise sparse low-rank adaptation of pre-trained language model for knowledge editing and fine-tuning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Amazon,-0.6207328453336357,-51.57564689140369,,,Amapá,Brazil
268,Nael Abu-Ghazaleh,Core Graph: Exploiting edge centrality to speedup the evaluation of iterative graph queries,CommonGraph: Graph Analytics on Evolving Data,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
269,Pengfei Wang,A Survey of Spatio-Temporal EEG data Analysis: from Models to Applications,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,East China Normal University,31.2284923,121.40211388976886,,Putuo District,Shanghai,China
270,Lothar Thiele,Mimonet: Multi-input multi-output on-device deep learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,ETH Zurich,47.413218,8.5374914,District Zurich,Zurich,Zurich,Switzerland
271,Jingren Liu,Parameter-Efficient Fine-Tuning for Continual Learning: A Neural Tangent Kernel Perspective,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Tianjin University,39.107253299999996,117.17789778037583,,Tianjin,Tianjin,China
272,Zhiyu Xue,Communication-Efficient and Tensorized Federated Fine-Tuning of Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of California,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
273,Zhijia Zhao,Core Graph: Exploiting edge centrality to speedup the evaluation of iterative graph queries,MEGA Evolving Graph Accelerator,"University of California, Riverside",33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
274,Jungong Han,Parameter-Efficient Fine-Tuning for Continual Learning: A Neural Tangent Kernel Perspective,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Sheffield,53.381504199999995,-1.4833687805861575,,Sheffield,England,United Kingdom
275,Tony Nowatzki,Affinity Alloc: Taming Not-So Near-Data Computing,CommonGraph: Graph Analytics on Evolving Data,"University of California, Los Angeles",34.070877749999994,-118.44685031405575,Los Angeles County,Los Angeles,California,United States
276,Guokan Shang,Atlas-Chat: Adapting Large Language Models for Low-Resource Moroccan Arabic Dialect,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Mohamed bin Zayed University of Artificial Intelligence,24.4324903,54.618379,Abu Dhabi,Abu Dhabi,Abu Dhabi Emirate,United Arab Emirates
277,Aryaman Arora,Reft: Representation finetuning for language models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Stanford University,37.431313849999995,-122.16936535498309,Santa Clara County,,California,United States
278,Haoyu Wang,Roselora: Row and column-wise sparse low-rank adaptation of pre-trained language model for knowledge editing and fine-tuning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,SUNY Albany,42.6832176,-73.82685421332364,Albany County,City of Albany,New York,United States
279,Yuqing Yang,Retrieval Augmented Generation (RAG) and Beyond: A Comprehensive Survey on How to Make your LLMs use External Data More Wisely,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Microsoft,37.3974949,-122.0842646,Santa Clara County,Mountain View,California,United States
280,Nathan Beckmann,Affinity Alloc: Taming Not-So Near-Data Computing,CommonGraph: Graph Analytics on Evolving Data,Carnegie Mellon University,40.444189699999995,-79.94271918393466,Allegheny County,Pittsburgh,Pennsylvania,United States
281,Xiaolin Jiang,Core Graph: Exploiting edge centrality to speedup the evaluation of iterative graph queries,CommonGraph: Graph Analytics on Evolving Data,UC Riverside,33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
282,Jing Tang,A survey on mixture of experts,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Technology (Guangzhou),22.89161275,113.47901891759449,,Nansha District,Guangdong Province,China
283,Ruoyan Kong,The MovieLens Beliefs Dataset: Collecting Pre-Choice Data for Online Recommender Systems,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Minnesota,44.9863392,-93.17945580218503,Ramsey County,Saint Paul,Minnesota,United States
284,Lei LIU,"A Survey on Medical Large Language Models: Technology, Application, Trustworthiness, and Future Directions",Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Shenzhen,22.5445741,114.0545429,,Futian District,Guangdong Province,China
285,Yufei Li,Mimonet: Multi-input multi-output on-device deep learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
286,Zexin Li,Mimonet: Multi-input multi-output on-device deep learning,MEGA Evolving Graph Accelerator,University of California,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
287,Tony Nowatzki,Affinity Alloc: Taming Not-So Near-Data Computing,CommonGraph: Graph Analytics on Evolving Data,Los Angeles,34.0536909,-118.242766,Los Angeles County,Los Angeles,California,United States
288,Tianci Liu,NEAT: Nonlinear Parameter-efficient Adaptation of Pre-trained Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Purdue University,40.430028,-86.92642114650494,Tippecanoe County,West Lafayette,Indiana,United States
289,Yang Liu,Networking Systems for Video Anomaly Detection: A Tutorial and Survey,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
290,Shafiur Rahman,Mega evolving graph accelerator,CommonGraph: Graph Analytics on Evolving Data,Tesla Motors,37.3946474,-122.15014478364944,Santa Clara County,Palo Alto,California,United States
291,Mingcheng Li,Efficiency in focus: Layernorm as a catalyst for fine-tuning medical visual language pre-trained models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
292,Johann Gamper,Exploring Large Language Models for Product Attribute Value Identification,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Free University of Bozen-Bolzano,46.498298,11.350101796184862,South Tyrol,Bolzano - Bozen,Trentino – Alto Adige/Südtirol,Italy
293,David Cox, Trans-LoRA: Towards Data-Free Transferable Parameter Efficient Finetuning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,VP,11.651909118954903,76.16787804365363,Sulthanbathery,,Kerala,India
294,Xiaojun Dong,BYO: A Unified Framework for Benchmarking Large-Scale Graph Containers,CommonGraph: Graph Analytics on Evolving Data,"University of California, Riverside",33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
295,Guanqiao Qu,Mobile edge intelligence for large language models: A contemporary survey,Dlora: Distributed parameter-efficient fine-tuning solution for large language model,The University of Hong Kong,22.28269745,114.13845499995571,,Hong Kong Island,Hong Kong,China
296,Daoyuan Wu,API-guided Dataset Synthesis to Finetune Large Code Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,CUHK,22.4201838,114.20791453524086,,Sha Tin District,Hong Kong,China
297,Yujiu Yang,Gradient-Mask Tuning Elevates the Upper Limits of LLM Performance,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,SIGS,49.800403450000005,-99.63033994981035,Municipality of North Cypress-Langford,,Manitoba,Canada
298,Juyong Jiang,A survey on mixture of experts,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Technology,-0.2912908,36.0353719,Nakuru West,Kapkures ward,Nakuru,Kenya
299,Nael Abu-Ghazaleh,Mega evolving graph accelerator,CommonGraph: Graph Analytics on Evolving Data,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
300,Sai Qian Zhang,Hq-dit: Efficient diffusion transformer with fp4 hybrid quantization,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,New York University,40.729205300000004,-73.99501481290962,New York County,New York,New York,United States
301,Jinjie Wei,Efficiency in focus: Layernorm as a catalyst for fine-tuning medical visual language pre-trained models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
302,Jian Weng,"[BOOK][B] Developing, Synthesizing, and Automating Domain-Specific Accelerators",CommonGraph: Graph Analytics on Evolving Data,Technology,-0.2912908,36.0353719,Nakuru West,Kapkures ward,Nakuru,Kenya
303,Jian Weng,"[BOOK][B] Developing, Synthesizing, and Automating Domain-Specific Accelerators",CommonGraph: Graph Analytics on Evolving Data,King Abdullah University of Science and Technology,22.32237535,39.11738351837985,,Rabigh,Makkah Region,Saudi Arabia
304,Jiawei Chen,Efficiency in focus: Layernorm as a catalyst for fine-tuning medical visual language pre-trained models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Fudan University,31.30116485,121.49808756382322,,Yangpu District,Shanghai,China
305,Emanuele Frascaroli,Clip with generative latent replay: a strong baseline for incremental learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Modena,32.882847,-117.2263941,San Diego County,San Diego,California,United States
306,Jiahao Wang (王家豪),Mixture-of-Subspaces in Low-Rank Adaptation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Tsinghua University,40.002290450000004,116.3209629696906,,Haidian District,Beijing,China
307,Chongjie Si,See further for parameter efficient fine-tuning by standing on the shoulders of decomposition,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Shanghai Jiao Tong University,31.200891149999997,121.4283949471511,,Xuhui District,Shanghai,China
308,Muhan Zhang,Pissa: Principal singular values and singular vectors adaptation of large language models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Peking University,40.17336535,116.15722001868669,,Changping District,Beijing,China
309,Cataldo Musto,Reproducibility of LLM-based Recommender Systems: the Case Study of P5 Paradigm,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,"Università degli Studi di Bari ""Aldo Moro""",41.10948815,16.88168781593699,Bari,Bari,Apulia,Italy
310,Peng Sun,Networking Systems for Video Anomaly Detection: A Tutorial and Survey,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Duke Kunshan University,31.417489,120.89523251885868,,Kunshan,Jiangsu,China
311,Ke Wang,An Efficient Hardware Accelerator Design for Dynamic Graph Convolutional Network (DGCN) Inference,CommonGraph: Graph Analytics on Evolving Data,University of North Carolina at Charlotte,35.30649445,-80.73497049689712,Mecklenburg County,Charlotte,North Carolina,United States
312,Lothar Thiele,Mimonet: Multi-input multi-output on-device deep learning,Dlora: Distributed parameter-efficient fine-tuning solution for large language model,ETH Zurich,47.413218,8.5374914,District Zurich,Zurich,Zurich,Switzerland
313,Yoav Gelberg,Learning on LoRAs: GL-Equivariant Processing of Low-Rank Weight Spaces for Large Finetuned Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Oxford,51.75870755,-1.2556684826092037,Oxfordshire,Oxford,England,United Kingdom
314,Yutong Zhang,Evaluation of openai o1: Opportunities and challenges of agi,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Northwestern Polytechnical University,34.2469224,108.91062353292654,,Beilin District,Shaanxi,China
315,Lothar Thiele,Mimonet: Multi-input multi-output on-device deep learning,MEGA Evolving Graph Accelerator,ETH Zurich,47.413218,8.5374914,District Zurich,Zurich,Zurich,Switzerland
316,Laxman Dhulipala,BYO: A Unified Framework for Benchmarking Large-Scale Graph Containers,CommonGraph: Graph Analytics on Evolving Data,College Park,38.980666,-76.9369189,Prince George's County,College Park,Maryland,United States
317,Huaizu Jiang,Zero-shot referring expression comprehension via structural similarity between images and captions,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Northeastern University,42.33895455,-71.08805803336392,Suffolk County,Boston,Massachusetts,United States
318,Wei Yang,Mimonet: Multi-input multi-output on-device deep learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
319,Haoyu Wang,Roselora: Row and column-wise sparse low-rank adaptation of pre-trained language model for knowledge editing and fine-tuning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Purdue University,40.430028,-86.92642114650494,Tippecanoe County,West Lafayette,Indiana,United States
320,Sofia Ya Hsuan Liou,MAX: Masked Autoencoder for X-ray Fluorescence in Geological Investigation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,National Taiwan University,25.016817500000002,121.53845709079619,,Taipei,,Taiwan
321,Huy Nguyen,Revisiting Prefix-tuning: Statistical Benefits of Reparameterization among Prompts,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States
322,Zexin Li,Mimonet: Multi-input multi-output on-device deep learning,MEGA Evolving Graph Accelerator,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
323,Zhiyu Xue,Communication-Efficient and Tensorized Federated Fine-Tuning of Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,"University of California, Santa Barbara",34.414602450000004,-119.84581004701371,Santa Barbara County,,California,United States
324,Zhuofeng Li,HiReview: Hierarchical Taxonomy-Driven Automatic Literature Review Generation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Shanghai University,31.3159206,121.38802427736479,,Baoshan District,Shanghai,China
325,kassem sabeh,Exploring Large Language Models for Product Attribute Value Identification,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Free University of Bolzano,46.498298,11.350101796184862,South Tyrol,Bolzano - Bozen,Trentino – Alto Adige/Südtirol,Italy
326,Jieyu Lin,Networking Systems for Video Anomaly Detection: A Tutorial and Survey,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Toronto,43.663461999999996,-79.39775966248058,,Old Toronto,Ontario,Canada
327,Nael Abu-Ghazaleh,Core Graph: Exploiting edge centrality to speedup the evaluation of iterative graph queries,MEGA Evolving Graph Accelerator,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
328,Samir Bourekkache,Generative artificial intelligence in education: Advancing adaptive and personalized learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Biskra university.,34.8505109,5.7776462,Sidi Okba District,,Biskra,Algeria
329,Sefika Efeoglu,Relation Extraction with Fine-Tuned Large Language Models in Retrieval Augmented Generation Frameworks,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Freie Universität Berlin,52.45285645,13.290724942928117,,Berlin,,Germany
330,Namyong Park,Memory-Efficient Fine-Tuning of Transformers via Token Selection,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Meta AI,43.464502249999995,-116.26928495037586,Ada County,,Idaho,United States
331,Zining Wang,"A Survey of Low-bit Large Language Models: Basics, Systems, and Algorithms",Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Beihang University,39.9809427,116.34097867654876,,Haidian District,Beijing,China
332,Behrooz Mahasseni,Efficient Source-Free Time-Series Adaptation via Parameter Subspace Disentanglement,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Apple,12.9822892,77.5962827,Bangalore North,Bengaluru,Karnataka,India
333,Zhengrong Wang,"[BOOK][B] General, Flexible and Unified Near-Data Computing",CommonGraph: Graph Analytics on Evolving Data,UCLA,34.070877749999994,-118.44685031405575,Los Angeles County,Los Angeles,California,United States
334,Mahnoosh Alizadeh,Communication-Efficient and Tensorized Federated Fine-Tuning of Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of California Santa Barbara,34.414602450000004,-119.84581004701371,Santa Barbara County,,California,United States
335,Yufei Li,Mimonet: Multi-input multi-output on-device deep learning,CommonGraph: Graph Analytics on Evolving Data,"University of California, Riverside",33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
336,Aniello Panariello,Clip with generative latent replay: a strong baseline for incremental learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Modena,32.882847,-117.2263941,San Diego County,San Diego,California,United States
337,Andrea Soltoggio,: On-Device Real-Time Deep Reinforcement Learning for Autonomous Robotics,CommonGraph: Graph Analytics on Evolving Data,Computer Science Department,50.116634399999995,8.650058830072377,,Frankfurt,Hesse,Germany
338,Alireza Salemi,Comparing retrieval-augmentation and parameter-efficient fine-tuning for privacy-preserving personalization of large language models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Massachusetts Amherst,42.386969300000004,-72.53018467326824,Hampshire County,,Massachusetts,United States
339,Nancy Mehta,The ninth NTIRE 2024 efficient super-resolution challenge report,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,JMU Wuerzburg,49.780603150000005,9.971655766351642,Würzburg,Würzburg,Bavaria,Germany
340,Rajiv Gupta,Expressway: Prioritizing Edges for Distributed Evaluation of Graph Queries,CommonGraph: Graph Analytics on Evolving Data,Riverside,33.9824949,-117.374238,Riverside County,Riverside,California,United States
341,Xu-Yao Zhang,ModalPrompt: Dual-Modality Guided Prompt for Continual Learning of Large Multimodal Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Chinese Academy of Sciences,39.90933665,116.32971461228999,,Beijing,Beijing,China
342,Andi Zhang,LoKO: Low-Rank Kalman Optimizer for Online Fine-Tuning of Large Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Cambridge,52.18909155,0.12129765911313897,Cambridgeshire,Cambridge,England,United Kingdom
343,Abdelrahman Kaseb,Team_Zero at StanceEval2024: Frozen PLMs for Arabic Stance Detection,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Computer Engineering Department,22.68181275,75.88037749792996,Juni Indore Tahsil,Indore,Madhya Pradesh,India
344,Xiao Monica Cheng,Roselora: Row and column-wise sparse low-rank adaptation of pre-trained language model for knowledge editing and fine-tuning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Amazon,-0.6207328453336357,-51.57564689140369,,,Amapá,Brazil
345,Jiaqi Zeng,GPT vs RETRO: Exploring the Intersection of Retrieval and Parameter-Efficient Fine-Tuning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,NVIDIA,45.5344957,-122.886274,Washington County,Hillsboro,Oregon,United States
346,Zhijia Zhao,Core Graph: Exploiting edge centrality to speedup the evaluation of iterative graph queries,CommonGraph: Graph Analytics on Evolving Data,University of California,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
347,Yufei Li,Mimonet: Multi-input multi-output on-device deep learning,MEGA Evolving Graph Accelerator,University of California,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
348,Omar Galal,Team_Zero at StanceEval2024: Frozen PLMs for Arabic Stance Detection,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Computer Engineering Department,22.68181275,75.88037749792996,Juni Indore Tahsil,Indore,Madhya Pradesh,India
349,Gaurav Patel,Efficient Source-Free Time-Series Adaptation via Parameter Subspace Disentanglement,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Purdue University,40.430028,-86.92642114650494,Tippecanoe County,West Lafayette,Indiana,United States
350,Gaofeng Meng (孟高峰),A Survey of Low-shot Vision-Language Model Adaptation via Representer Theorem,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Chinese Academy of Sciences,39.90933665,116.32971461228999,,Beijing,Beijing,China
351,Jungong Han,Parameter-Efficient Fine-Tuning for Continual Learning: A Neural Tangent Kernel Perspective,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,UK,6.3110548,20.5447525,,,Ouaka,Central African Republic
352,Wei Pan,LoKO: Low-Rank Kalman Optimizer for Online Fine-Tuning of Large Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,University of Manchester,53.466022550000005,-2.2330858190427176,,Manchester,England,United Kingdom
353,Lei LIU,"A Survey on Medical Large Language Models: Technology, Application, Trustworthiness, and Future Directions",Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,The Chinese University of Hong Kong,22.4201838,114.20791453524086,,Sha Tin District,Hong Kong,China
354,Jian Xu,Privacy in LLM-based Recommendation: Recent Advances and Future Directions,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,UC Berkeley,37.875499649999995,-122.23906851395179,Alameda County,Berkeley,California,United States
355,Runming Yang,LLM-Neo: Parameter Efficient Knowledge Distillation for Large Language Models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Tsinghua University,40.002290450000004,116.3209629696906,,Haidian District,Beijing,China
356,Ritik Raj,Towards cognitive ai systems: Workload and characterization of neuro-symbolic ai,MEGA Evolving Graph Accelerator,Georgia Institute of Technology,33.776094799999996,-84.3988076699857,Fulton County,Atlanta,Georgia,United States
357,Gaofeng Meng (孟高峰),A Survey of Low-shot Vision-Language Model Adaptation via Representer Theorem,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Institute of Automation,54.1720834,12.0790983,,Rostock,Mecklenburg-Vorpommern,Germany
358,Pietro Buzzega,Clip with generative latent replay: a strong baseline for incremental learning,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Università di Modena e Reggio Emilia,44.69291045,10.627225705115386,Reggio nell'Emilia,Reggio nell'Emilia,Emilia-Romagna,Italy
359,Nael Abu-Ghazaleh,Mega evolving graph accelerator,CommonGraph: Graph Analytics on Evolving Data,"University of California, Riverside",33.9642567,-117.3397858271953,Riverside County,Riverside,California,United States
360,chao xu,Combo: Co-speech holistic 3D human motion generation and efficient customizable adaptation in harmony,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Zhejiang University,30.521595,120.7195312,,Haining,Zhejiang,China
361,Huy V. Nguyen,Revisiting Prefix-tuning: Statistical Benefits of Reparameterization among Prompts,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Amazon,-0.6207328453336357,-51.57564689140369,,,Amapá,Brazil
362,Ellen L. Zippi,Efficient Source-Free Time-Series Adaptation via Parameter Subspace Disentanglement,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
363,Guanghui Wang,PI-Fed: Continual Federated Learning With Parameter-Level Importance Aggregation,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,shandong University,36.3687732,120.67385225007902,,Jimo,Shandong,China
364,Qinghao Hu,Efficient Training of Large Language Models on Distributed Infrastructures: A Survey,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Massachusetts Institute of Technology,42.3582529,-71.0966272383055,Middlesex County,Cambridge,Massachusetts,United States
365,Zheng Lin,Mobile edge intelligence for large language models: A contemporary survey,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,CAS,5.5000085,-71.5000086,,,Casanare,Colombia
366,Zheng Wang,Reft: Representation finetuning for language models,Parameter-Efficient Fine-Tuning for Large Models: A Comprehensive Survey,Stanford University,37.431313849999995,-122.16936535498309,Santa Clara County,,California,United States
